incident_month,incident_year,victim_injury,state,location,site_category,shark_common_name,shark_identification_method,shark_length_m,basis_for_length,provoked_unprovoked,no_sharks,victim_activity,commercial_dive_activity,object_of_bite,present_at_time_of_bite,direction_first_strike,shark_behaviour,victim_aware_of_shark,shark_captured,injury_location,injury_severity,victim_gender,victim_age,dominant_clothing_colour,fin_colour,diversionary_action_taken,diversionary_action_outcome,people_lt_3m,people_3-15m,time_of_incident,depth_of_incident_m,teeth_recovered,time_in_water_min,water_temperature_°c,total_water_depth_m,water_visability_m,distance_to_shore_m,tidal_cycle,wind_condition,weather_condition,air_temperature_°c,personal_protective_device
6,2014,injured,sa,"victor harbour, middleton beach",coastal,white shark,"shark behaviour, geographical location, direct observation",2.8,witness/victim,unprovoked,1.0,boarding,unknown,board,"boarding, other sealife (shark/s)",unknown,bit victim on leg,unknown,unknown,leg,minor lacerations,male,15.0,black,unknown,hit shark on head with body board,unknown,-1.0,-1.0,1700.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,100.0,unknown,unknown,unknown,-1.0,unknown
6,2014,injured,sa,"victor harbour, middleton beach",coastal,white shark,"shark behaviour, geographical location, direct observation",2.8,witness/victim,unprovoked,1.0,boarding,unknown,board,"boarding, other sealife (shark/s)",unknown,bit board,unknown,unknown,unknown,minor lacerations,male,-1.0,black,unknown,hit shark on head with first,unknown,-1.0,-1.0,1700.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,100.0,unknown,unknown,unknown,-1.0,unknown
8,2014,injured,wa,"carnarvon, gnaraloo station",coastal,whaler shark,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,provoked,1.0,spearfishing,unknown,catch,spearfishing,unknown,bit victim on face,unknown,unknown,head,major lacerations,male,31.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,2.5,unknown,-1.0,-1.0,2.5,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,2014,fatal,nsw,"byron bay, clarkes beach",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",3.7,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,thigh,major lacerations,male,50.0,black,unknown,unknown,unknown,-1.0,-1.0,1030.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,20.0,unknown,unknown,unknown,-1.0,unknown
9,2014,injured,nsw,"port macquarie, town beach",coastal,wobbegong,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on finger,unknown,unknown,"arm, hand",minor lacerations,female,13.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2014,injured,nsw,"central coast, avoca beach",coastal,wobbegong,"bite analysis, shark behaviour",1.0,witness/victim,provoked,1.0,boarding,unknown,unknown,"boarding, baitfish",unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,female,13.0,black,unknown,unknown,unknown,-1.0,-1.0,630.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2014,injured,nsw,"taree, old bar, wallabi point",coastal,wobbegong,"bite analysis, shark behaviour",-1.0,unknown,provoked,1.0,boarding,unknown,unknown,unknown,unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,male,20.0,black,unknown,unknown,unknown,-1.0,-1.0,1800.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2014,injured,wa,"esperance, wylie bay",coastal,white shark,"bite analysis, shark behaviour",3.5,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,other: side,bit victims board,unknown,unknown,"arm, leg",major lacerations,male,23.0,black,unknown,held board as a barrier before hands bitten,unknown,-1.0,-1.0,1100.0,0.0,unknown,90.0,-1.0,2.0,-1.0,60.0,unknown,unknown,unknown,-1.0,unknown
11,2014,injured,nsw,"coffs harbour, moonee beach",coastal,wobbegong,"bite analysis, shark behaviour",-1.0,witness/victim,provoked,1.0,swimming,unknown,unknown,unknown,side,bit victim on foot,n,n,foot,punctures,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,630.0,-1.0,n,-1.0,24.4,-1.0,-1.0,-1.0,low tide,unknown,unknown,21.1,unknown
11,2014,injured,nsw,"batemans bay, caseys beach",coastal,wobbegong,"bite analysis, shark behaviour",1.0,witness/victim,provoked,1.0,snorkelling,unknown,catch,catch,unknown,bit victim on leg,unknown,unknown,thigh,other: teeth marks,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,2014,injured,nsw,"sydney, dee why beach",coastal,wobbegong,bite analysis,1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,"thigh, right",minor punctures,female,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,530.0,3.0,unknown,10.0,-1.0,-1.0,-1.0,50.0,unknown,unknown,overcast,-1.0,unknown
11,2014,injured,wa,"mandurah, pyramids beach",coastal,bronze whaler shark,unknown,2.25,government official,unprovoked,1.0,boarding,unknown,board,"boarding, baitfish, other: feeding fish",behind,bumped board,unknown,unknown,leg,other: teeth marks,male,13.0,blue,unknown,unknown,unknown,-1.0,-1.0,625.0,0.0,unknown,5.0,18.0,2.5,-1.0,-1.0,unknown,unknown,cloud cover,16.0,unknown
12,2014,injured,nsw,"jervis bay, booderee national park",coastal,wobbegong,unknown,-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,baitfish,other: side,bit victim on left leg,unknown,unknown,"leg, ankle",minor lacerations,male,-1.0,unknown,unknown,kicked at shark,shark released after 3-4 kicks,-1.0,-1.0,715.0,-1.0,unknown,5.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,2014,fatal,wa,cheynes beach,coastal,white shark,unknown,5.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,17.0,black,unknown,unknown,unknown,-1.0,-1.0,1220.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,2014,fatal,qld,"port douglas, rudder reef",island open ocean,tiger shark,bite analysis,3.3,government official,provoked,1.0,spearfishing,unknown,catch,spearfishing,unknown,bit victim on thigh & arm,unknown,unknown,"arm, leg",major lacerations,male,18.0,camouflage,unknown,unknown,unknown,-1.0,-1.0,1100.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2015,uninjured,nsw,"byron bay, wategos beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,other sealife (dolphins),below,bit surfboard which broke in half,unknown,unknown,other: uninjured,unknown,female,-1.0,black,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2015,injured,nsw,"port stephens, piggies beach",coastal,wobbegong,unknown,-1.0,unknown,provoked,1.0,other: standing in water,unknown,unknown,unknown,unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,pulled himself into the dinghy and shook the shark off,unknown,-1.0,-1.0,1700.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2015,uninjured,qld,"gold coast, nerang river, chevron island",river,bull shark,unknown,1.3,researcher,unprovoked,1.0,unmotorised boating,unknown,vessel,unknown,below,bit hull,unknown,unknown,other: uninjured,unknown,male,57.0,unknown,unknown,unknown,unknown,-1.0,-1.0,500.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2015,uninjured,nsw,"ballina, flat rock",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,"boarding, other sealife (dolphins)",below,bumped surfboard,unknown,unknown,other: uninjured,unknown,male,36.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1100.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2015,injured,nsw,mollymook,coastal,bronze whaler shark,unknown,2.5,government official,provoked,1.0,spearfishing,unknown,catch,"spearfishing, baitfish",unknown,bit vitims hand & speargun,y,unknown,hand,minor lacerations,male,17.0,black,unknown,fended off shark with speargun,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,speargun
2,2015,injured,nsw,"lennox head, seven mile beach",coastal,white shark,unknown,-1.0,unknown,unprovoked,1.0,boarding,unknown,board,other sealife (dolphins),below,bit victim on board,unknown,unknown,"torso, pelvic region",major lacerations,male,35.0,unknown,unknown,unknown,unknown,-1.0,-1.0,600.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2015,fatal,nsw,"ballina, shelly beach",coastal,white shark,unknown,3.5,unknown,unprovoked,1.0,boarding,unknown,board,boarding,below,bit victim on board,unknown,unknown,leg,major lacerations,male,41.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2015,injured,nsw,"newcastle, merewether beach",coastal,wobbegong,unknown,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,n,leg,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2015,injured,nsw,"lord howe island, ned's beach",estuary/harbour,galapagos shark,unknown,1.25,witness/victim,provoked,1.0,swimming,unknown,other animal in area,"baitfish, other: feeding fish",unknown,bit victim on leg,y,unknown,leg,minor lacerations,female,43.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1200.0,0.0,unknown,10.0,-1.0,0.5,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2015,injured,nsw,"lord howe island, ned's beach",coastal,galapagos shark,unknown,1.5,witness/victim,provoked,1.0,swimming,unknown,other animal in area,"bait and/or berley, baitfish",unknown,bit victim on leg,y,unknown,leg,minor lacerations,male,8.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1630.0,0.9,unknown,-1.0,-1.0,0.9,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2015,injured,nsw,"batemans bay, mackenzies beach",coastal,wobbegong,unknown,-1.0,unknown,provoked,1.0,boarding,unknown,unknown,unknown,unknown,bit victim on ankle,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,630.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2015,injured,sa,"port lincoln, fishery bay",coastal,white shark,direct observation,6.0,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,26.0,unknown,unknown,unknown,unknown,-1.0,-1.0,945.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,350.0,unknown,unknown,unknown,-1.0,unknown
5,2015,injured,nsw,"taree, saltwater point",coastal,white shark,unknown,-1.0,unknown,unprovoked,1.0,boarding,unknown,board,boarding,unknown,bit victim on arm,unknown,unknown,"arm, hand",major lacerations,male,46.0,black,unknown,hit shark with right hand,unknown,-1.0,-1.0,1430.0,0.0,unknown,4.0,20.0,2.5,-1.0,10.0,unknown,unknown,cloud cover,-1.0,unknown
6,2015,injured,wa,"denmark, ocean beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,"boarding, other sealife (dolphins)",unknown,bit surfboard,unknown,unknown,"head, hand",surface wound,female,37.0,unknown,unknown,unknown,unknown,-1.0,-1.0,930.0,0.0,unknown,20.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,2015,injured,wa,"rottnest island, natural jetty",island open ocean,wobbegong,direct observation,1.0,footage,provoked,1.0,swimming,unknown,catch,catch,side,bit victim on arm,y,y - released,arm,minor lacerations,male,19.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.5,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,2015,uninjured,nsw,"byron bay, belongi beach",coastal,white shark,unknown,3.0,government official,unprovoked,1.0,boarding,unknown,board,other sealife (dolphins),behind,bit surf ski,unknown,unknown,other: uninjured,unknown,male,71.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1115.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,200.0,unknown,unknown,unknown,-1.0,unknown
6,2015,injured,nsw,"south durras, mill point",coastal,tiger shark,direct observation,3.0,witness/victim,provoked,1.0,spearfishing,unknown,catch,"spearfishing, fishing, boarding, baitfish",unknown,bit victim on flipper / foot,y,unknown,foot,minor lacerations,male,21.0,black,unknown,unknown,unknown,-1.0,-1.0,1700.0,2.0,unknown,45.0,18.0,-1.0,10.0,-1.0,unknown,unknown,unknown,18.0,speargun
7,2015,uninjured,qld,"gold coast, burleigh heads",coastal,white shark,bite analysis,2.0,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,behind,bit surf ski - rear,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1000.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,fatal,tas,maria island,coastal,white shark,direct observation,4.3,witness/victim,provoked,1.0,diving,unknown,unknown,catch,unknown,bit victim on torso,unknown,unknown,"torso, pelvic region",major lacerations,male,47.0,black,unknown,unknown,unknown,-1.0,-1.0,800.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,uninjured,tas,maria island,coastal,white shark,direct observation,4.3,witness/victim,provoked,1.0,diving,unknown,unknown,catch,unknown,bumped victim,y,unknown,other: uninjured,unknown,male,-1.0,black,unknown,unknown,unknown,-1.0,-1.0,800.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,injured,nsw,evans head,coastal,white shark,tooth recovered,3.0,government official,unprovoked,1.0,boarding,unknown,board,unknown,left,"bit surfboard, leg & hand",unknown,unknown,"leg, hand",major lacerations,male,51.0,unknown,unknown,unknown,unknown,-1.0,-1.0,600.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,uninjured,nsw,lennox head,coastal,white shark,tooth recovered,-1.0,unknown,unprovoked,1.0,boarding,unknown,board,"dead animal nearby (whale), other sealife (schooling fish, dolphin)",unknown,bit surfboard,unknown,unknown,other: uninjured,unknown,male,51.0,unknown,unknown,unknown,unknown,-1.0,-1.0,900.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,injured,nsw,"yamba, flat rock, pippi beach",coastal,white shark,bite analysis,-1.0,unknown,unprovoked,1.0,boarding,unknown,board,boarding,unknown,bit surfboard & hand,unknown,unknown,"arm, hand",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,5.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,injured,vic,"portland, tyrendarra beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",1.8,witness/victim,unprovoked,1.0,boarding,unknown,board,"other sealife (pinniped/s), baitfish",behind,bit rear of surfboard,n,n,"arm, hand",minor lacerations,male,40.0,black,unknown,punched shark several times,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2015,injured,nsw,"ballina, lighthouse beach",coastal,white shark,tooth recovered,3.5,government official,unprovoked,1.0,boarding,unknown,board,"boarding, dead animal nearby (whale), other sealife (schooling fish, dolphin)",unknown,bit victim on legs,unknown,unknown,leg,major lacerations,male,32.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1015.0,0.0,y,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
8,2015,injured,nsw,"port macquarie, lighthouse beach",coastal,white shark,tooth recovered,2.7,government official,unprovoked,1.0,boarding,unknown,board,boarding,below,bit board & surfer,unknown,unknown,thigh,major lacerations,male,38.0,unknown,unknown,pushed shark & stuck finger in the eye,unknown,-1.0,-1.0,1700.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
8,2015,uninjured,qld,"davies reef, off townsville",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,behind,bit backpak,unknown,unknown,other: uninjured,unknown,female,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,2015,injured,nsw,"central coast, north shelly beach",coastal,unknown,unknown,2.0,unknown,provoked,1.0,boarding,unknown,board,"baitfish, other sealife (pinniped/s)",below,bit board & injured hand,unknown,unknown,"arm, hand",minor lacerations,male,42.0,black,unknown,unknown,unknown,-1.0,-1.0,615.0,0.0,unknown,-1.0,-1.0,1.0,-1.0,4.0,unknown,unknown,unknown,-1.0,unknown
9,2015,injured,nsw,"forster, black head beach",coastal,white shark,direct observation,2.5,government official,unprovoked,1.0,boarding,unknown,unknown,other sealife (dolphins),unknown,bit victims foot ankle,unknown,unknown,foot,major lacerations,male,65.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1200.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,50.0,unknown,unknown,unknown,-1.0,unknown
9,2015,injured,qld,"russell island, frankland islands, gbr",island open ocean,unknown,unknown,0.9,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,female,7.0,black,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2015,injured,wa,cheynes beach,coastal,white shark,bite analysis,-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,right,"bit victim on right side, including stomach and arm. shook vigourously and released.",unknown,n,"arm, torso, hand, shoulder",minor lacerations,male,50.0,black,"multicolour: black, red",unknown,unknown,-1.0,-1.0,1130.0,-1.0,n,120.0,10.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2015,injured,wa,"mandurah, pyramids beach",coastal,grey nurse shark,tooth recovered,-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,"baitfish, other sealife (dolphins)",unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,male,18.0,black,unknown,unknown,unknown,-1.0,-1.0,1650.0,1.0,y,-1.0,-1.0,-1.0,-1.0,45.0,unknown,unknown,unknown,-1.0,unknown
11,2015,injured,nsw,"ballina, north wall",coastal,bull shark,bite analysis,2.95,government official,unprovoked,1.0,boarding,unknown,board,baitfish,unknown,bit board & victim,unknown,unknown,thigh,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1815.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2016,injured,qld,"sunshine coast, caloundra, happy valley beach",coastal,wobbegong,"bite analysis, shark behaviour",1.2,witness/victim,provoked,1.0,boarding,unknown,unknown,unknown,unknown,bit foot,unknown,unknown,foot,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,1.0,-1.0,-1.0,0.3,unknown,-1.0,-1.0,-1.0,-1.0,50.0,unknown,unknown,unknown,-1.0,unknown
1,2016,injured,qld,heron island,island open ocean,blacktip reef shark,direct observation,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit leg,unknown,unknown,calf,major lacerations,male,11.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.5,unknown,-1.0,-1.0,0.5,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2016,injured,qld,"yeppoon, miall island",coastal,tiger shark,"bite analysis, shark behaviour",3.0,witness/victim,provoked,1.0,spearfishing,unknown,catch,"spearfishing, baitfish",unknown,bit arms & leg,unknown,unknown,"arm, leg",major lacerations,male,31.0,unknown,unknown,punched shark several times,unknown,-1.0,-1.0,1200.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2016,uninjured,nsw,"lake macquarie, hams beach",coastal,white shark,"tooth recovered, bite analysis",2.6,government official,unprovoked,1.0,boarding,unknown,board,unknown,unknown,bit sailboard,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,y,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2016,injured,nsw,"sydney, barrenjoey",coastal,wobbegong,unknown,-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,unknown,bit arm,unknown,unknown,arm,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2016,uninjured,tas,"marrawah, nettley bay (slaves bay)",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,baitfish,below,bumped board,unknown,n,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1230.0,3.0,n,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,21.6,unknown
3,2016,uninjured,nsw,crescent head,coastal,white shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2016,injured,sa,wrights bay beach,coastal,bronze whaler shark,direct observation,-1.0,unknown,provoked,1.0,fishing,unknown,catch,catch,behind,eating captured ray,y,unknown,unknown,minor lacerations,male,-1.0,unknown,unknown,hit shark with fist,unknown,-1.0,-1.0,2330.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2016,uninjured,nsw,"sydney, cronulla beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,below,bit leg rope,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1100.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2016,injured,nsw,"kiama, bombo beach",coastal,white shark,bite analysis,-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,baitfish,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,22.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1900.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2016,injured,nsw,"byron bay, main beach",coastal,wobbegong,bite analysis,0.8,unknown,provoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,male,12.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1030.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,2016,fatal,wa,"mandurah, gearies beach",coastal,white shark,direct observation,-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,bit leg,unknown,unknown,leg,major lacerations,male,29.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,2016,uninjured,nsw,kingscliff,coastal,bronze whaler shark,direct observation,2.5,unknown,provoked,2.0,spearfishing,unknown,catch,"spearfishing, baitfish",unknown,contacted flipper,y,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,1.0,-1.0,1730.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,1000.0,unknown,unknown,unknown,-1.0,speargun
6,2016,fatal,wa,"perth, mindarie, one mile reef",ocean/pelagic,white shark,direct observation,5.0,unknown,unprovoked,1.0,diving,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,major lacerations,female,60.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,2016,injured,wa,coral bay coast,ocean/pelagic,grey reef shark,unknown,1.75,unknown,provoked,1.0,spearfishing,unknown,dive equipment,spearfishing,unknown,charged at speargun,y,unknown,other: uninjured,unknown,male,19.0,black,unknown,poked shark with speargun,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,4000.0,unknown,unknown,unknown,-1.0,speargun
6,2016,uninjured,nsw,"kiama, minnamurra",coastal,unknown,unknown,-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,below,dorsal fin surfaced near victim,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1643.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,30.0,unknown,unknown,unknown,-1.0,unknown
5,2016,uninjured,nsw,kingscliff,coastal,bronze whaler shark,unknown,-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,unknown,"hit the fins, and spearguns of victims",unknown,unknown,other: uninjured,unknown,male,23.0,black,unknown,unknown,unknown,-1.0,-1.0,1630.0,-1.0,unknown,60.0,-1.0,-1.0,-1.0,1000.0,unknown,unknown,unknown,-1.0,unknown
7,2016,uninjured,nsw,"port stephens, big rocky",coastal,unknown,unknown,-1.0,unknown,provoked,1.0,spearfishing,unknown,"fish on speargun, speargun and float. whale carcass.",fish on speargun,unknown,unknown,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,2016,uninjured,nsw,"ballina, sharpes beach",coastal,white shark,unknown,3.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other: uninjured,unknown,male,18.0,black,unknown,unknown,unknown,-1.0,-1.0,1200.0,3.0,unknown,45.0,-1.0,-1.0,-1.0,200.0,unknown,unknown,unknown,-1.0,unknown
