incident_month,incident_year,victim_injury,state,location,site_category,shark_common_name,shark_identification_method,shark_length_m,basis_for_length,provoked_unprovoked,no_sharks,victim_activity,commercial_dive_activity,object_of_bite,present_at_time_of_bite,direction_first_strike,shark_behaviour,victim_aware_of_shark,shark_captured,injury_location,injury_severity,victim_gender,victim_age,dominant_clothing_colour,fin_colour,diversionary_action_taken,diversionary_action_outcome,people_lt_3m,people_3-15m,time_of_incident,depth_of_incident_m,teeth_recovered,time_in_water_min,water_temperature_°c,total_water_depth_m,water_visability_m,distance_to_shore_m,tidal_cycle,wind_condition,weather_condition,air_temperature_°c,personal_protective_device
5,1990,injured,qld,"port douglas, opal reef",ocean/pelagic,hammerhead shark,direct observation,3.0,witness/victim,provoked,1.0,snorkelling,unknown,bait,"baitfish, snorkelling,  other: feeding fish",other: side,bit victim on arm,y,unknown,"arm, hand",other: teeth marks,male,44.0,unknown,unknown,pushed shark away,unknown,-1.0,-1.0,1200.0,0.0,unknown,5.0,-1.0,40.0,-1.0,40000.0,unknown,unknown,unknown,-1.0,unknown
9,1990,injured,qld,"gympie, rainbow beach",coastal,wobbegong,bite analysis,0.6,bite radius estimation,unprovoked,1.0,other: standing in water,unknown,unknown,unknown,below,bit victim on foot,n,unknown,foot,abrasion,male,13.0,unknown,unknown,kicked shark,unknown,-1.0,-1.0,830.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1990,injured,qld,"gold coast, mermaid waters (canal)",river,bull shark,"bite analysis, shark behaviour, geographical location, direct observation",1.8,bite radius estimation,unprovoked,1.0,swimming,unknown,unknown,unknown,behind,bit victim on leg - thigh,n,unknown,"leg, pelvic region",major lacerations,male,26.0,unknown,unknown,swam away,unknown,-1.0,-1.0,2000.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1990,injured,sa,"victor harbour, goolwa beach",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",1.1,witness/victim,unprovoked,1.0,boarding,unknown,unknown,boarding,below,bit victim on foot,n,unknown,foot,minor lacerations,male,20.0,black,unknown,pulled foot away,unknown,-1.0,-1.0,1030.0,-1.0,unknown,-1.0,-1.0,-1.0,3.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1990,injured,qld,"gold coast, nerang river, isle of capri bridge",river,bull shark,direct observation,1.5,witness/victim,unprovoked,1.0,swimming,unknown,unknown,"baitfish, swimming",right,bit victim on arm,y,unknown,"arm, torso, pelvic region",minor lacerations,male,26.0,blue,unknown,unknown,unknown,2.0,1.0,1640.0,-1.0,unknown,7.0,20.0,4.0,1.0,-1.0,incoming,unknown,unknown,25.0,unknown
1,1991,injured,qld,gladstone harbour,coastal,unknown,unknown,2.0,witness/victim,unprovoked,1.0,boarding,unknown,unknown,unknown,below,unknown,n,unknown,leg,minor lacerations,male,22.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1745.0,0.0,unknown,-1.0,21.0,4.0,-1.0,1000.0,unknown,unknown,unknown,28.0,unknown
1,1991,uninjured,vic,"port phillip bay, queenscliff beach",coastal,bronze whaler shark,direct observation,3.0,witness/victim,provoked,1.0,spearfishing,unknown,catch,"spearfishing, baitfish",unknown,bit collecting bag,y,unknown,other: uninjured,unknown,male,14.0,unknown,unknown,speared shark,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,150.0,unknown,unknown,unknown,-1.0,unknown
1,1991,uninjured,nsw,"central coast, putty beach",coastal,dusky shark,direct observation,1.2,other: measured captured shark,unprovoked,1.0,snorkelling,unknown,unknown,unknown,right,swam towards victim,y,y,other: uninjured,unknown,male,45.0,red,unknown,hit shark with knife,shark killed,-1.0,-1.0,1500.0,2.0,unknown,-1.0,19.0,3.0,3.0,50.0,mid,calm,sunny,25.0,knife
1,1991,injured,qld,"gold coast, mermaid waters, lake wonderland (canal)",river,bull shark,unknown,1.5,witness/victim,unprovoked,1.0,swimming,unknown,unknown,unknown,below,bumped leg,n,unknown,"leg, pelvic region",minor lacerations,male,29.0,"multicolour: black, white",unknown,grabbed shark by head,unknown,-1.0,-1.0,830.0,1.0,unknown,9.0,25.0,5.0,1.0,50.0,low,moderate breeze,sunny,26.0,unknown
3,1991,injured,nsw,"wollongong, bass point",coastal,grey nurse shark,direct observation,2.0,witness/victim,provoked,1.0,diving,unknown,unknown,scuba diving,unknown,bit victim on leg,y,unknown,"arm, leg",minor lacerations,male,18.0,unknown,unknown,hit shark,unknown,-1.0,1.0,1600.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,50.0,unknown,unknown,unknown,-1.0,unknown
9,1991,fatal,sa,aldinga beach,coastal,white shark,direct observation,4.0,witness/victim,unprovoked,1.0,diving,unknown,unknown,"scuba diving, baitfish",right,bit victim on body,n,unknown,torso,major lacerations,male,19.0,black,blue,unknown,unknown,1.0,2.0,1435.0,8.0,unknown,35.0,-1.0,-1.0,3.0,400.0,unknown,unknown,unknown,-1.0,unknown
11,1991,injured,wa,"mandurah, halls head, backbeach",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",1.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,unknown,bit surfboard,n,unknown,leg,abrasion,male,14.0,unknown,unknown,pulled board away from shark,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,15.0,unknown,unknown,unknown,-1.0,unknown
1,1992,injured,nsw,"tweed heads, duranbah beach",coastal,white shark,"bite analysis, shark behaviour",2.8,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,below,knocked victim off board,y,unknown,leg,major lacerations,male,19.0,"multicolour: black, orange",black,hit shark on nose,unknown,-1.0,2.0,2000.0,-1.0,unknown,90.0,-1.0,-1.0,-1.0,50.0,unknown,windy,stormy,-1.0,unknown
2,1992,uninjured,qld,"bargara, nielson beach",coastal,tiger shark,"bite analysis, shark behaviour",3.0,witness/victim,unprovoked,1.0,boarding,unknown,board,unknown,behind,bit surf ski,n,unknown,other: uninjured,unknown,male,22.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1992,uninjured,qld,"gold coast, evandale channal,chevron is",river,bull shark,direct observation,2.5,witness/victim,provoked,1.0,unknown,unknown,unknown,unknown,behind,swam towards victim,y,unknown,other: uninjured,unknown,male,24.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1992,injured,vic,point lonsdale,coastal,white shark,bite analysis,2.7,witness/victim,unprovoked,1.0,boarding,unknown,board,"bait and/or berley, other sealife (pinniped/s)",below,bit surfboard,n,unknown,"leg, pelvic region",minor lacerations,male,17.0,black,unknown,punched and kicked shark,unknown,-1.0,-1.0,1130.0,-1.0,unknown,20.0,-1.0,-1.0,-1.0,500.0,unknown,calm,sunny,27.0,unknown
8,1992,injured,sa,"lipson cove, tumby bay",coastal,white shark,direct observation,3.5,witness/victim,unprovoked,1.0,boarding,unknown,board,unknown,in front,bit surfboard,y,unknown,torso,minor lacerations,male,16.0,black,unknown,unknown,unknown,1.0,-1.0,1750.0,-1.0,n,60.0,-1.0,2.0,10.0,20.0,mid,windy,unknown,10.0,unknown
10,1992,fatal,qld,"moreton island, north point",coastal,white shark,direct observation,4.2,witness/victim,unprovoked,1.0,boarding,unknown,board,"bait and/or berley, boarding, other sealife (dolphins, fish)",unknown,bit victim & board,n,y,unknown,major lacerations,male,28.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1430.0,0.0,unknown,3.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1993,injured,qld,"line reef, 50k off hayman island",island open ocean,whitetip reef shark,direct observation,1.5,witness/victim,provoked,1.0,spearfishing,unknown,unknown,"spearfishing, baitfish",unknown,bit victim on arm,y,unknown,arm,minor lacerations,male,21.0,unknown,unknown,unknown,unknown,-1.0,-1.0,900.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1993,uninjured,tas,"tenth island, georgetown",island open ocean,white shark,"bite analysis, shark behaviour, geographical location, direct observation",3.0,witness/victim,provoked,1.0,spearfishing,unknown,unknown,"spearfishing, other sealife (pinniped/s)",unknown,swam towards victim,y,unknown,other: uninjured,unknown,male,32.0,unknown,unknown,fended off with spear gun,effective,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1993,injured,sa,port clinton,coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,"spearfishing, baitfish",behind,bit victim on leg,n,unknown,calf,minor lacerations,male,60.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1915.0,1.0,unknown,5.0,-1.0,1.0,-1.0,20.0,unknown,windy,unknown,-1.0,unknown
6,1993,fatal,tas,"tenth island, georgetown",island open ocean,white shark,direct observation,4.0,witness/victim,unprovoked,1.0,diving,unknown,unknown,"other sealife (seals), scuba diving",unknown,bit victim on body,n,unknown,other: body not recovered,unknown,female,35.0,"multicolour: black, blue",yellow,unknown,unknown,-1.0,-1.0,1100.0,5.0,unknown,5.0,-1.0,10.0,-1.0,150.0,unknown,unknown,unknown,-1.0,unknown
6,1993,fatal,nsw,"byron bay, julian rocks",coastal,white shark,direct observation,6.0,witness/victim,unprovoked,1.0,diving,unknown,unknown,scuba diving,"below, behind",bit victim on body,y,unknown,torso,major lacerations,male,31.0,"multicolour: black, grey",blue,unknown,unknown,1.0,-1.0,930.0,3.0,unknown,30.0,-1.0,24.0,10.0,3000.0,unknown,calm,unknown,-1.0,unknown
